"","text","created"
"38","RT @realDonaldTrump: Why isn’t Biden corruption trending number one on Twitter? Biggest world story, and nowhere to be found. There is no”t…","WED"
"39","but I'm doing you like I do cocaine","WED"
"40","RT @iambeckyg: This episode is so special &amp; so powerful. Thank you to my girl @LaurenJauregui for opening your heart &amp; sharing your beautif…","WED"
"41","Elijah Has a Message About Last Night’s BLM Assault | Ep 98 https://t.co/C8FGXk68Mj via @YouTube","WED"
"42","RT @JunkScience: Fact-check:

The Acting Chief Scientist, who was 'removed', had two leadership jobs -- one was temporary &amp; one is still pe…","WED"
"43","RT @FrontPageMMA: A bout between former RIZIN Light Heavyweight champion Jiri Prochazka (@jiri_bjp) and Dominick Reyes (@DomReyes) is in th…","WED"
"44","@THlNLIZZY ME TOO ;;;;;-;;;;","WED"
"45","geri i pushed you into the ocean and you got dragged in by a mermaid and oops sorry but geri can’t come to the phon… https://t.co/C3hA8GrIY1","WED"
"46","RT @MADWAVYY: ""Am hungry"" ""am tire"" ""am lazy""","WED"
"47","offline","WED"
"48","RT @LakeShowYo: society when the Lakers &amp; Dodgers are both champions  https://t.co/zA3Sg2r3rt","WED"
"49","@JHolmsted and it still isn’t enough.  That comment thread is full of just as much hate and ignorance as the first post","WED"
"50","RT @taylornation13: Thank you for voting Taylor Swift as Artist of the Year at the #AMAs! <U+2665><U+FE0F> https://t.co/rGydt3VxlJ","WED"
"51","@fairykenma good morning gween <U+0001F60C><U+0001F60C>","WED"
"52","<U+274C> <U+0001F4DD> | York9 announce player squad updates.

5<U+FE0F><U+20E3> players have been released. Carrasco, Lopez, Vasconcellos (options… https://t.co/KVDpRwM1ip","WED"
"53","Lauren is an amazing human being Lauren is lit up 
Lauren is calm 
Lauren is strong 
Lauren is the embodiment of co… https://t.co/4B7rWu0m3l","WED"
"54","What is the Future for #VR? https://t.co/luoNRDGn3i","WED"
"55","RT @shollins271: @NASAWatch @SpaceXStarlink @SpaceX Sounds like a preemptive Declaration of Martian Independence to me.","WED"
"56","Today's Almanac - High 49.8oF |Low 42.6oF |PCPN 0.15 in. |SN 0.00","WED"
"57","@StreakSmeargle That was absolutely toot-tastic!","WED"
"58","RT @BlackheartedSG: Jon Moxley is one bad motherfucker.","WED"
"59","RT @DevinCow: Everyone go donate to Kevin McCarthy’s challenger @KimMangone right now before it’s too late. Let’s make sure she wins. <U+0001F42E>","WED"
"60","@ACGOficial verme","WED"
"61","RT @OhNoSheTwitnt: Retweet if you can’t sleep at night but are depressed enough after reading the news to take 7 naps per day.","WED"
"62","One of these things is not like the others.....(Sesame Street) https://t.co/roMcw5kMNt","WED"
"63","RT @BTSChartDailyx: <U+0001F5F3><U+FE0F> I vote for #Taehyung from #BTS @BTS_twt for #BousnidStars2020 #Bousnid","WED"
"64","He didn’t even get into gateway<U+0001F62D><U+0001F62D>","WED"
"65","RT @KamalaHarris: The president knew how bad this crisis would be. And instead of working to protect American families, he sat on the infor…","WED"
"66","RT @JohnHowarth1958: Excellent performance from @RosieDuffield1 on @Peston - open, honest, passionately caring and unafraid to do and say w…","WED"
"67","RT @cuttingquote: Love has caused me nothing but pain","WED"
"68","RT @AuschwitzMuseum: 28 October 1944 | A transport of 1,308 Jewish female prisoners left #Auschwitz II-Birkenau camp. They were transferred…","WED"
"69","Goodmornin bruhs! 4hours of sleep shoul be enough right? (at I can say I sleep) https://t.co/wQQ7y0dHUg","WED"
"70","RT @RBReich: Wealth of 400 richest Americans in 2009: $1,270,000,000,000

Wealth of 400 richest Americans in 2020: $3,200,000,000,000

Fede…","WED"
"71","i gotta pee brb","WED"
"72","how’s your bruised bean — ALYSSA  ?!?!?!,!https://t.co/6MzR9vqjtU","WED"
"73","RT @yunowje: did i lie ?? pls they're adorable. <U+0001F97A>

[ #GOT7 @GOT7Official ]
https://t.co/F6WjNsfrWG https://t.co/7gJOw2WC1h","WED"
"74","i just wanted to say you all so sweet. i feel so happy aaaaaaaahhh \(&gt;_&lt;)/","WED"
"75","@Dhivyamayakari <U+0001F48B><U+0001F48B><U+0001F48B> darling <U+0001F618>","WED"
"76","Yo #twitchtv yall wanna just make me famous for no reason? That be great. https://t.co/7vkWLO9cwz","WED"
"77","And @Illinois_Alma played Wisconsin this weekend. 

And now UIUC has a sudden spike in positive COVID tests after r… https://t.co/qS36u6xGlW","WED"
"78","@Tandile_mbatsha Thank you. I’ll try this.","WED"
"79","@mentallymango curved under my head or holding on to something","WED"
"80","RT @DGComedy: Do we HAVE to set our clocks back this weekend?! I don't need an extra hour of 2020.","WED"
"81","https://t.co/t70iJJOuyy #EndSARS  @falzthebahdguy @AishaYesufu @renoomokri @iamdbanj @timidakolo @OfficialWaje… https://t.co/jERwY44tdT","WED"
"82","@talinamx_ @965TDY @BTS_twt Min Yoongi!

I vote #RM of #BTS @BTS_twt for #TDYAwards #BiggestCrush @965TDY","WED"
"83","i’ve been so ia today<U+0001F629>","WED"
"84","@srrezaie But I’d be remiss if I didn’t mention something about checking a pplat","WED"
"85","@realDonaldTrump Fake President. Real indictments. Life in prison","WED"
"86","""Looking at beauty in the world, is the first step of purifying the mind."" 
-- Amit Ray","WED"
"87","@IrishGirlCrypt1 thank you for the chance <U+0001F60A>","WED"
"88","I just donated to Pizza to the Polls to help keep Democracy Delicious this year - you should too!… https://t.co/53Tavp1E8g","WED"
"89","i love to see other people happy but i be wishing i was happy like that honestly","WED"
"90","@vntearmy Kim SeokJin

I followed @965TDY AND I vote for #RM of #BTS (@BTS_twt) for #BiggestCrush at #TDYAwards","WED"
"91","RT @TrendforGulf: ""It is never too late to be what you might have been.""
– George Eliot –

""<U+0E44><U+0E21><U+0E48><U+0E21><U+0E35><U+0E04><U+0E33><U+0E27><U+0E48><U+0E32><U+0E2A><U+0E32><U+0E22><U+0E40><U+0E01><U+0E34><U+0E19><U+0E44><U+0E1B> <U+0E17><U+0E35><U+0E48><U+0E08><U+0E30><U+0E40><U+0E1B><U+0E47><U+0E19><U+0E43><U+0E19><U+0E2A><U+0E34><U+0E48><U+0E07><U+0E17><U+0E35><U+0E48><U+0E04><U+0E38><U+0E13><U+0E2D><U+0E22><U+0E32><U+0E01><U+0E08><U+0E30>…","WED"
"92","@suyeon_bts_svt i’m sure that you look so cute when you blush, it’s true.. you’re adorable <U+0001F97A>","WED"
"93","Well then https://t.co/JZm1fWiXMS","WED"
"94","@scribblesscript @JonnElledge I believe that Holmes wanted to critique it as he often critiques Colonialism, but be… https://t.co/X7YLQPcAkl","WED"
"95","RT @yelyahwilliams: and ya know, if that doesn’t jive with you, well, feel free to go to where all past members of paramore have gone which…","WED"
"96","RT @herculez65: @TheWayWithAnoa @jazz_1130 Thanks <U+0001F60A> my sister I feel also something bad is coming he may command Marshall Law to stop the v…","WED"
"97","'Catastrophic consequences': Australia's Home Affairs Minister Peter Dutton warns against #cyberattacks on… https://t.co/7hsKLN6pSU","WED"
"98","RT @tomnooksbb: When a pretty girl calls me pretty https://t.co/f1moCRuEBK","WED"
"99","omg i cant wait for this one https://t.co/eeKKL7ktDD","WED"
"100","RT @vasquezdulce: Drop off your ballot if you haven’t mailed it in yet! https://t.co/HP9sWlFTJ9 https://t.co/fE5Xljy8Ms","WED"
"101","@22centuryfemme you're welcome :))","WED"
"102","@KarlJacobs_ @tommyinnit @Quackity yeah","WED"
"103","RT @_vaskerr: #vmin and ancient greece https://t.co/rwKCVKlxkb","WED"
"104","RT @LeenaHoffmann: Social media isn’t synonymous or interchangeable with fabricated stories or fake news - humans have always made things u…","WED"
"105","RT @mynameaborat: Kazakhstan death penalty is only for serious crimes: murder, terrorism and putting pineapples on pizza.","WED"
"106","RT @gtconway3d: WARNING
The largest vehicle of disinformation <U+0001F449> https://t.co/7bWlssJbxN https://t.co/PxhDt9AB1Y","WED"
"107","@Changinglenses @greger_mary @JRubinBlogger @GeoffBurgan @JeffFlake @JoeBiden @KamalaHarris He left Washington before impeachment.","WED"
"108","Wow where do we begin dissecting this catastrophe... https://t.co/aCgT1O1yqT","WED"
"109","RT @aintshitstef: Myke Towers never disappoints","WED"
"110","RT @jjaahz_: i’m super hurt, 10 bullets took away a father to 7 children. 

R.I.P Walter Wallace Jr.","WED"
"111","@AsianDawn4 Good. He deserved it. What a POS.","WED"
"112","RT @JohnJHarwood: new CNN national likely-voter poll:

white men w/no college degree
Trump 68%, Biden 30%

everyone else
Biden 60%, Trump 3…","WED"
"113","@SlxmeYo <U+0001F62D><U+0001F62D><U+0001F62D> y doe https://t.co/Al7pNGtQ9w","WED"
"114","RT @tyleroakley: oh my GOD the tiktok generation has has ENOUGH of their MAGA parents https://t.co/a9ydMZoTV1","WED"
"115","RT @Jeff_Paul: Thousands of people left out in the cold and stranded in #Omaha, #Nebraska after a #Trump rally. I’m told the shuttles aren’…","WED"
"116","whos your funniest moot","WED"
"117","RT @lastvibes: “i want to see you and hug you tight.”","WED"
"118","RT @livewithnoregrt: BIG energy https://t.co/Dxl5cQaTcQ","WED"
"119","@KrisRHoyt @AWifmann @EmilyBanting1 @Norah_Isobel @MamaSmith16 @ALLIANCELGB @sally_hines Those aren’t the only two… https://t.co/p93yFaVGt5","WED"
"120","@fantasybbhero Sell them! Haha","WED"
"121","yes it was a spoiler bc i couldn't fucking post my edit yesterday i hate it here https://t.co/q9kYaPkSv5","WED"
"122","@ellfroggy thank you so muchhh<U+2764><U+FE0F>","WED"
"123","@liluziiverr I have never seen you hit, not once","WED"
"124","RT @jccaylen: too much goin on in my life rn &amp; i jus wanna disappear<U+0001F614><U+0001F918><U+0001F3FC>","WED"
"125","@SteveTu73357179 @JoshYohe_PGH Blue doesn't exist anymore. To believe it does is delusional.","WED"
"126","Still here! This time running old raids and dungeons and farming mounts!! https://t.co/gH9xe9qwM3","WED"
"127","RT @glitttermp4: wild white arctic fox in greenland by stefan forster https://t.co/ntLIFUf43Y","WED"
"128","RT @ZaBriaaaaaa: @Itslildx3 I know I’m going <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F629>","WED"
"129","nina nails update for autumn with dried flowers <U+0001F342> https://t.co/bwcdkCORE7","WED"
"130","Mountain View: Sudowoodo 97.8% (15/15/14) CP:288 (L5) Rock Throw/Earthquake till 17:25:40 (verified) (25m 40s).https://t.co/nn8OicVRyv","WED"
"131","RT @ManUtdInPidgin: Mason Greenwood <U+26BD><U+FE0F> 
Marcus Rashford <U+26BD><U+FE0F> <U+26BD><U+FE0F> 
Anthony Martial <U+26BD><U+FE0F> 
Paul Pogba <U+0001F3AF> 
Bruno Fernandes <U+0001F3AF> 

No Manchester United f…","WED"
"132","I have this new lady doing my hair and I wonder is she’s reading all the inappropriate shit I’m texting","WED"
"133","RT @DLHuntII: Respect to my brudda <U+270A><U+0001F3FD><U+0001F5A4> @3jt__","WED"
"134","RT @marceelias: For everyone who predicted doom for us in SCOTUS, or thought our legal strategy was inexplicable, I am accepting apologies.","WED"
"135","@libtard97 Yeah I have one tomorrow morning. Rapid results are all out though so I gotta quarantine for at least an… https://t.co/Gl5VwEVHdC","WED"
"136","When I get married, I want to walk down the aisle to ""Holy Matrimony (Letter to the Firm)"" by Foxy Brown. DJ, make sure that track loop!","WED"
"137","@talinamx_ I followed @965TDY  and I vote for #RM of @BTS (@BTS_twt ) for #BiggestCrush on #TDYAwards","WED"
"138","RT @oocsitcoms: “i’m SO pro life i’m willing to murder real human beings”","WED"
"139","RT @slytherjennie: there will never be another jennie kim https://t.co/r98OzkjJ1G","WED"
"140","RT @peculiaraddison: After I say excuse me two times.","WED"
"141","RT @btsarmy2018x: ‘’singing and dancing in front of army is the reason i exist.’’ - jeon jungkook 

the way he looks at armys is the most b…","WED"
"142","Of course he did. He doesn’t look real. https://t.co/6xc3zLvldc","WED"
"143","I need opinions ;-;
What should I draw next?
I'll draw them all but which one should I draw first?","WED"
"144","@mrs_r4ger I JUST saw em lol","WED"
"145","RT @3YearLetterman: @elonmusk I am literally shaking with rage at your disgusting language, Elon. I’m a youth football coaching legend, and…","WED"
"146","RT @OllieV_bts: @Variety
Took three weeks to get these and non of these had a cover. It was just scattered in front of the entrance. Of cou…","WED"
"147","RT @w_terrence: KAMALA HARRIS IS AN ACTRESS

She deserves an award for this performance! 

Raise your hand <U+0001F590> if you think she is so fake ht…","WED"
"148","7’ TOR 0 - 0 NYC

Pozuelo <U+23E9> Morrow is thwarted by a last minute block by NYCFC

#TFCLive | #TORvNYC 

https://t.co/COaYl6N64s","WED"
"149","@izonesakura11 not even one diamond per ring. kwiz truly rich","WED"
"150","@neverajoystella Sooo precious <U+0001F97A><U+0001F970>","WED"
"151","RT @GoodGodPod1: Don't put politics above God. Don't put your feelings above God. Don't put your opinions above God. Don't put your emotion…","WED"
"152","@nicholasbibian @CangelosiSparks @ViatorBaseball @Augie_26 Thanks Nico!","WED"
"153","@meeleza Lmao <U+0001F606> or.... not wear shit like that on a public social media to get comments like these??? Til you look… https://t.co/GNC4fbyoBg","WED"
"154","RT @jljcolorado: 4/ The concept of ""layers of protection""applies to aerosol transmission, but also applies to all the other measures to con…","WED"
"155","@LibbityBoo I love them....Aldi is the best!!!!","WED"
"156","So it’s supposed to rain something fierce tomorrow and I def told my boss if it pours like they are saying, I’m not coming....","WED"
"157","RT @twtubboskep: retweet if you like tommy and tubbo!!

help people to find moots :)","WED"
"158","RT @cindykahn1: DO NOT mail any more ballots. Carry them in or use a drop box.  We are now 1 week away. Some of my mail has been taking 10…","WED"
"159","Inside a Biden v. Trump marriage: ""you woke me up one night -- I was sleeping! -- and you were like 'do you really… https://t.co/wDCUhTAluq","WED"
"160","@sanwithans Hahaha thanks, I just had to","WED"
"161","RT @ManUtd: Only 2<U+FE0F><U+20E3> players have come off the bench to score a hat-trick for #MUFC.

Here is a picture of both of them <U+0001F447> https://t.co/H9AJ…","WED"
"162","RT @Miyawaki_Tae39: WIZ*ONE even gifted 12 DIAMONDS RINGS TO IZ*ONE TOO AHHHHHHH

#IZONE #<U+C544><U+C774><U+C988><U+C6D0> @official_izone https://t.co/INEM2Gvuy2","WED"
"163","RT @OH_mes2: Mnet 'Kingdom' will reportedly begin filming in January

Broadcast February 2021

https://t.co/ftFLMnO8k3 https://t.co/jjFt1lY…","WED"
"164","RT @KamalaHarris: Thrilled to be joined by @AliciaKeys tonight in Phoenix to get out the vote. With so much at stake, as long as we make ou…","WED"
"165","RT @thehill: Sen. Kamala Harris meets with Latina business owners in Tucson, AZ. https://t.co/jmWSjQflO2","WED"
"166","RT @THEHOODFLUENCER: Black British Footballers <U+0001F91D> Doing more for the country than elected Politicians.","WED"
"167","@guendouzx People preach about Laca Link up play like it’s the best thing since slice bread. Laca hardly links up play and is mid at it.","WED"
"168","Thank you to @JDeSmyter and @holley_edu  for coming out to support all of Trivia this week! All the kids and famili… https://t.co/hBAB5T8B4l","WED"
"169","RT @Catsupy_Art: #catsupyart #artists 
Just wanted to draw pink eyes before I headed out today! https://t.co/6PRZFNClPX","WED"
"170","RT @ManUtd: Only 2<U+FE0F><U+20E3> players have come off the bench to score a hat-trick for #MUFC.

Here is a picture of both of them <U+0001F447> https://t.co/H9AJ…","WED"
"171","@shoumikitiki But Is it a comedy or horror flick<U+0001F914>","WED"
"172","RT @aniobrien: @thejeffreymarsh In polite society we earn each other’s respect. How you personally conceive of your gender doesn’t interest…","WED"
"173","<U+2661> HOW 2B GAIN CONFIDENCE https://t.co/GZa7ffuB8b","WED"
"174","RT @can2009: Fighting discrimination should be a concern to all #Christians!","WED"
"175","RT @MANOJKU87739238: #IslamSecrets_WatchLive
#GodMorningThursday
Surah Al furqan 25:59- 
Kabir created the universe in 6 days and sat on th…","WED"
"176","RT @bybrianbyrne: My video with @MAXMusic drops this Friday at 11PM KST (7AM PT/10AM ET)! Set a reminder using this premiere link so you do…","WED"
"177","Mean mug on 100<U+0001F602>","WED"
"178","RT @ElderAdewuyi1: Now that this guy and 10 of his guys at Adeniji Estate has been arrested, can the security agencies expedite actions and…","WED"
"179","RT @broke10vely: WayV at their              SM Ent
Princess Party https://t.co/986OdbKtbF","WED"
"180","RT @kodzekun: throwback to shin soukoku looking this perfect for new years 2020 &lt;3 https://t.co/swWtPlTRU0","WED"
"181","Both about even, but I do like to do for my man so... <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F> https://t.co/0SRWKV1eFL","WED"
"182","RT @TWICEYTData: 4 million left to 50 million! Let's get it as soon as possible <U+0001F64F> 
<U+0001F4CE>https://t.co/Rkklh9ZzCw

@JYPETWICE #TWICE #<U+D2B8><U+C640><U+C774><U+C2A4> https:…","WED"
"183","@ShiroDoesGames @LoveRachaeltv she do be very cute tho <U+0001F97A>","WED"
"184","RT @aVeryRichBish: Erykah Badu, Brandy and H.E.R. ate this cypher  https://t.co/y6TTAzX5JJ","WED"
"185","@JohnProctorDFS For someone that talks an awful lot about bankroll management...

$0.26?","WED"
"186","@realDonaldTrump Because there is no story!","WED"
"187","Yellow Bus #silksheersocks #sheersocksmen #sheersocks #japanesesheersocks #silkysmoothsocks #mensheer… https://t.co/A2WZTJmnjV","WED"
"188","@Carrasquillo @UnivisionNews Dow down 943
Covid running rampant
No plan!
Joe Biden is the answer!
Trump can’t lie h… https://t.co/uk2Vp38tUY","WED"
"189","@dylanblackradio @boomottawa I’ve seen three. 4 if you count sharing an elevator with Def Leppard in Perth, Australia.","WED"
"190","@bas_mamma @realDonaldTrump lol the drama runs deep in you.

https://t.co/vX3i88A2e8","WED"
"191","Mine vs Anthony’s <U+0001F923> https://t.co/WHEWjYaov4","WED"
"192","I’m bout dyslexic as hell","WED"
"193","@goldennnhabits THATS FUN","WED"
"194","are you gatekeeping a public news article <U+0001F62D> https://t.co/d7SsncZuEX","WED"
"195","if that is acceptable can this one be too? like chanyeol is carrying me too<U+0001F602> https://t.co/oFYoNX2hqF","WED"
"196","RT @DominiqueBrieno: You deserve someone who CAN'T WAIT to talk to you &amp; spend time with you &amp; get to know you &amp; fall in love with you. Ple…","WED"
"197","We settled this issue twice, once in 1783 and again in 1815. Brits never learn. https://t.co/Bs54FGBUrh","WED"
"198","My parents got divorced and I'm fine.

I say as a hold a full pint of box wine","WED"
"199","RT @MalcolmNance: VOTING EARLY IS EASY. GET OUT AND DO IT. DONT WAIT TO SAVE DEMOCRACY. I DONE DOOD IT! #WednesdayWisdom https://t.co/VVkWd…","WED"
"200","@BayOhlinger My lil pitty https://t.co/iEnfOI5a4d","WED"
"201","RT @stephengrovesjr: RETWEET: Jaime Harrison will defeat Lindsey Graham in 6 days!","WED"
"202","IF YOU DON'T LIKE YOUR JOB, QUIT.","WED"
"203","@DianeD44 @NoVa_Caps @HarrisonB927077 Definitely, but you shed guys like Dillon and Jensen before Orlov. Also Oshie… https://t.co/2k0t2m3kyv","WED"
"204","RT @jennycohn1: Covid has struck my family’s small “bubble.” <U+0001F633> https://t.co/tjdzh8ZAhh","WED"
"205","@kyscals ok u reached 2k time to unfollow","WED"
"206","@varm1nts How can fin type on that it's only 2 buttons","WED"
"207","RT @Maryamhasnaa: Sometimes taking a step back is the first step forward.","WED"
"208","1- Molchat Doma
2- Ic3peak
3- Twice
4- Mrc
5- Thy art is murder
6- Mother Mother
7- Nct
8- Ploho
9- Stray kids
10-… https://t.co/GZVyiURDxM","WED"
"209","@yayagirl96 LMAO that was so dramatic","WED"
"210","RT @LSupdated: You know what i think about. How did eleanor sign that contact agreeing on this? Like she must be heartless. If I got offere…","WED"
"211","It's sad how long I had to dig through my bookmarks to find that clip<U+0001F602>","WED"
"212","RT @springsteen: We are lost. We've lost so much in so short a time.
On November 3rd, vote them out.

Hear more: https://t.co/ZacuLReNRu ht…","WED"
"213","@tracy_forner It’s been a week, but RR made it a little better.","WED"
"214","RT @taylornation13: Thank you for voting Taylor Swift as Artist of the Year at the #AMAs! <U+2665><U+FE0F> https://t.co/rGydt3VxlJ","WED"
"215","@rob0trock @DevoTheBand @DoingMyNormal @ghostbitch666 @EarlyBerg @itssaraekaryn @KimKardashian I completely forgot… https://t.co/SiPL0QCJQd","WED"
"216","RT @StatmanDave: Fred’s game by numbers vs. RB Leipzig:

72 total touches 
12 final third passes 
4 fouls - all in middle 1/3
3 interceptio…","WED"
"217","@Bobby75324690 aw~go with it~anyway","WED"
"218","Your listening to The Breakdown Radio Show with Isaac Whitaker, Crystal Cross &amp; Tesharah on Charging Station Radio!","WED"
"219","@sebastianjii I'm squeezing my dick hella hard thinking about you bouncing on my nuts like a frog or perhaps a toad","WED"
"220","RT @omarsuleiman504: Just spoke to a brother in France who runs an institution that is amongst the many suddenly finding themselves under a…","WED"
"221","RT @joohwangie: really have to go now, here’s rosé’s campaign video for ysl <U+0001F5A4> https://t.co/ujdXfi9jZj","WED"
"222","earlier today https://t.co/2AWdhctL9M","WED"
"223","RT @JamesOKeefeIII: BREAKING: I caught up with Congressional candidate Mauro Garza in San Antonio to ask him about his connection to “ballo…","WED"
"224","""piers as in piers morgan <U+0001F497>"" - <U+0001F922> <U+2728><U+2728><U+2665><U+FE0F> no  https://t.co/3S8qqi9WiN","WED"
"225","RT @GlibPerspective: @williamcson If the secret service showed up at my door and accused me of being antifa I would simply shut the fuck up…","WED"
"226","RT @lawindsor: which of joe biden's tweets should be censored, senator?","WED"
"227","RT @ProjectLincoln: The bigger the vote, the harder it will be for Trump to declare the election fraudulent. 

Vote.","WED"
"228","@deeq1967 my poor M.abscessus https://t.co/xeUkqYcZDY","WED"
"229","RT @Ahmedchats: Me enjoying my life knowing that nothing is going well","WED"
"230","RT @ProjectLincoln: We’re voting for their future. https://t.co/t47LKiGt2S","WED"
"231","@chrisgalea Right?! Elizabeth Warren, George Takei, etc","WED"
"232","<U+0001F629><U+0001F629><U+0001F629> I can’t exercise anymore I going and do a tummy tuck !!! Ahhhh fed up <U+0001F5E3><U+0001F5E3><U+0001F5E3><U+0001F5E3>","WED"
"233","RT @0xDEADBEEFCAFE: deleted code is tested code: on abandoning the X server https://t.co/MVWTZn290Z","WED"
"234","@DarkFCB @carlosduqmar @Christo18991685 @FCBarcelona_es Accurate.","WED"
"235","RT @imyourpeace13: #AMAs Stats for Favorite Music Video:

1. L*** G*** &amp; A***** G****- 250.5k 
2. Taylor Swift- 235.7k  

1 retweet = 1 val…","WED"
"236","I'm at Sapanca https://t.co/uJfDWXuiql","WED"
"237","RT @WinAmrcaBackPAC: Remember, the election is a job interview.

#WouldYouHireTrump #Vote https://t.co/hfU4R8vDMp","WED"
"238","RT @AriDrennen: Trans people have existed everywhere for as long as people have existed. Y'all just try really, really hard not to notice.…","WED"
"239","RT @luxuryCashBaby: Some of you are out here treating this like it’s supposed to be free. <U+0001F602><U+0001F923>","WED"
"240","RT @DonaldJTrumpJr: Special Counsel!!!","WED"
"241","RT @realDonaldTrump: Why isn’t Biden corruption trending number one on Twitter? Biggest world story, and nowhere to be found. There is no”t…","WED"
"242","RT @ADIVROP: Hear Free Sample?, a playlist on #SoundCloud https://t.co/Ggx8y24inu
If you haven’t listened to this, wtf are you doing<U+0001F621>","WED"
"243","Why are you telling us to watch this?

People like you are put in place to conspire and eliminate brave people like… https://t.co/YBE6yMADsD","WED"
"244","@jiinginn It’s been yearssss. He’s not tired?","WED"
"245","RT @ZhaneJahnice: Rule #1 for moving on.. don’t check their socials lol! Simple","WED"
"246","@todd_poirier Lol it is so insane it’s like a TV show.","WED"
"247","RT @Drebae_: My immune system been holding it down this whole pandemic. I’ll give sis that https://t.co/8ZMZurKTRn","WED"
"248","I'm officially over #Zeta just end already sheesh. You're like a party guest who rides too hard, passes out for a b… https://t.co/a8DXRF2xvt","WED"
"249","RT @pitchfork: After you've read our review, dig into the story behind the making of Blonde https://t.co/EXyYW13PLt","WED"
"250","The BBQ Papadia from @PapaJohns is the best menu item pizza from any pizza restaurant, maybe ever. Tough to compete!","WED"
"251","The non exols trying make this big deal about it when it came from koreaboo","WED"
"252","RT @KarlousM: These are the funniest videos for all the wrong reasons.","WED"
"253","@wendywoo6089 Got snitched on by a neighbour for having 6 friends round for my birthday. <U+0001F928> Maybe I'll try the lottery","WED"
"254","@KamilovesSanie @namgihxme passing out into his arms is rule #1","WED"
"255","@Hannahrugby @TAMU Congratulation!!! Whoop!!!","WED"
