"","text","created"
"79","@drewstreaming I'm voting for Justin Bieber for Artist Of The Year at the #AMAs","THU"
"80","RT @taejinstagram: Despite of not being GP friendly ON is the 2nd highest digital points for a BG song while Dynamite is the fastest song t…","THU"
"81","RT @Alan_sbg: got his dome sounding like hibachi <U+0001F480>","THU"
"82","RT @AADaddario: The only way out is together...Here's your first look at the official @Songbird trailer. #SongbirdMovie https://t.co/JTbQbl…","THU"
"83","RT @paulsperry_: BREAKING: Both NBC and ABC Nightly News led with COVID and other ""news"" in their newscast this evening instead of the repo…","THU"
"84","Prevention is key. Start thinking about long-term care options for your loved ones. Have a discussion early on and… https://t.co/ZKoUx2ygKR","THU"
"85","@d_smark60 @KimLunn7 @BorisJohnson Possibly true, save for Sunak.","THU"
"86","RT @GOT7_JYP: [AAA] Day16 

Jinyoung #1! We won! <U+0001F973>
5.7M gap , <U+C5ED><U+C2DC> Ahgases! <U+0001F91D>

Let's work hard tomorrow <U+0001F4AA><U+0001F3FB><U+0001F4AA><U+0001F3FB>
Ahgases for Ahgases <U+2665><U+FE0F>

#MAMAVOT…","THU"
"87","RT @prismtxt: just yeonjun casually bringing up their TEN ROOKIE AWARDS omg yes @TXT_members https://t.co/K3PDKoO2n8","THU"
"88","@electricitywave I just wanna be famous like u","THU"
"89","RT @montaga: Want proof .@realDonaldTrump is not the problem listen &amp; share https://t.co/65bklSR5QR","THU"
"90","RT @aizadfahmy: Roadblocks on PLUS, ELITE, and NKVE highway. Take note guys https://t.co/lGDhB37eBv","THU"
"91","RT @FootyThreads_: If you gave Lionel Messi average goal scoring ability, you’d have Kevin de Bruyne and Neymar combined into one player.…","THU"
"92","@7FriendsBTS @zfweaj @katrinascath @skwrnitem @shutupurichingu @prettybuddyyy @collegemenfess Nitippp","THU"
"93","RT @LouiseMensch: @ossoff Oh congratulations sir. Can’t wait to see you in the Senate. You took on this race when others said it was too to…","THU"
"94","RT @tobias_ernest: #MadeinLagos 
This is happiness<U+2764>
@wizkidayo 
#EndSARS https://t.co/A4tPBXETZM","THU"
"95","RT @realDonaldTrump: My Administration has suspended the entry of refugees from terror-compromised nations such as Syria, Somalia and Yemen…","THU"
"96","RT @Ardtalln: [ day 2 ]

I vote #ateez for Worldwide Fans’ Choice
#MAMAVOTE @ATEEZofficial","THU"
"97","RT @tonnyef: The Uceli String Quartet 
+ Puccini's elegy 
+ 2,292 house plants 
= Green Magic
A CONCERT FOR NEW LIFE celebrates
An 8-minute…","THU"
"98","@realDonaldTrump On other words
  ""COUNTING EVERY VOTE IS A DISASTER FOR OUR NATION""

  Is that what I'm hearing?","THU"
"99","Working on finding a place to make our base!  Minecraft, eventually i'll make our book barn. https://t.co/EHCHGjRxOw","THU"
"100","@965TDY @BTS_twt I vote for RM of @BTS_twt as this year’s Biggest Crush! 

@965TDY #TDYAwards  #BiggestCrush","THU"
"101","@hynist stop i know  i would commit tax fraud for him","THU"
"102","I'm terrified beyond the capacity for rational thought. // Phasmophobia https://t.co/muJrpIC2b7","THU"
"103","RT @BroderickHunter: Let’s normalize not confusing someone’s free time with their availability.","THU"
"104","RT @joelockhart: If Joe Biden wins next week one thing that has to be examined is local tv ownership. Sinclair broadcasting is many of the…","THU"
"105","RT @devsisters: Oh, let's go back a bit to Kakao/LINE era concepts for today's #spookycookietober, cause just I found a fun one in the arch…","THU"
"106","@95KeepPounding Y'all kill it tonight. I'll be pissing my wife off yelling all night while she has to get up and de… https://t.co/yAjtReWvmt","THU"
"107","@itscrayolabich akechi hate //

I love akechi + shuake but I wish that the fandom would remember that, while it’s h… https://t.co/RIAbU8jsj1","THU"
"108","before we b anything, let’s b real with each other","THU"
"109","RT @MeidasTouch: We need 2,500 retweets on this: We are up on TV with this ad in PA, FL and IA through Election Day. Let’s make sure everyo…","THU"
"110","Does Liam Neesons daughter have ""taken"" in her bio?
She should really have ""taken"" in her bio.
""Taken"".
Bio.
Should.","THU"
"111","All Blacks playmaker Richie Mo'unga believes a Wallabies rookie holds significant threat to New Zealand ahead of Bl… https://t.co/82O6VA8aEn","THU"
"112","@BernieSanders @KamalaHarris @MaryKayHenry @aijenpoo Trump claims hundreds of thousands of ballots are being mailed… https://t.co/3xXLbNT8cK","THU"
"113","RT @BTSChartDailyx: <U+0001F4C8> Fastest Korean Groups MVs to reach 540M views on YouTube<U+0001F30E>

#1. @BTS_twt 'Dynamite' — 69 days
#2. H Y L T — 89 Days

•…","THU"
"114","RT @shotbytahliq: We never lose.. either we win or we learn.","THU"
"115","#Optimized foreground customer loyalty","THU"
"116","@__DonJuan2U Mine been going ham the past two days .I thought it was bc I was mad yesterday but I ain even mad no more","THU"
"117","@nowthisnews Just shows how stupid Americans are - please look at total tax paid then let me know if you paid more.… https://t.co/34wjj5H8Eu","THU"
"118","RT @mayaharris_: These Republicans are legit scared of strong, powerful women of color. I mean, they should be. But damn.","THU"
"119","@realDonaldTrump You tell `em, Shitler!","THU"
"120","RT @AbigailShrier: Joe Rogan had me on his show. Spotify has now held 10 meetings w employees to debate whether to pull the episode--about…","THU"
"121","RT @hewwotae: taehyung’s puppy eyes while sweet night playing <U+0001F97A><U+0001F319><U+2728> https://t.co/DaiP4w012s","THU"
"122","@markiplier @youtooz This glorious moment https://t.co/wE2lSo0UBa","THU"
"123","@Charalanahzard @RoosterTeeth everyone is bailing from rooterteeth https://t.co/mlfLTHCgoh","THU"
"124","RT @LATiffani1: No question President Trump will win re-election

Big question is where is Hunter?","THU"
"125","RT @harunawatanabe_: MAMA’s Fan Choice Awards 

#MAMAVOTE #treasure 
@treasuremembers","THU"
"126","RT @juniiorxzz: send him booty pics he prolly sad","THU"
"127","Lies and Deception! https://t.co/ry2I3LPuAE","THU"
"128","@CFCNorris9 @f1oholic shut","THU"
"129","RT @ccduckcall17: Finally got on a good mature buck in West Texas and just a reminder to vote TRUMP2020!!! https://t.co/aqIVDMKFPt","THU"
"130","RT @mashihowu: MAMA’s Fan Choice Awards

#MAMAVOTE #treasure
@treasuremembers","THU"
"131","@cyr_actual @NorCalRiverRat @spreadsheeticus @BBPHJJVIII @PubliclyPrivat1 @VirginiaStark46 @_MoCowBell_… https://t.co/BGu7eOxwr8","THU"
"132","RT @11hr11min: Mood https://t.co/jvsdJ4K3LL","THU"
"133","@Boilers32 @TomDienhart1 Can’t rush back a hamstring injury. He’ll play this year.","THU"
"134","@Valleygirls7 @IvankaTrump @realDonaldTrump you won't be laughing on election day. The end.","THU"
"135","RT @whaaadupqueen: Jason Mamoa really did his thing as Khal Drogo. sexy ass..","THU"
"136","RT @Human_ByNature: Bunny in a bunny bed.. https://t.co/cCkBEqTtTG","THU"
"137","Voters said they chose Trump in 2016 because he was a successful business and they think he would be good for the e… https://t.co/88gcbs2UwU","THU"
"138","RT @_suzino: ""Song Minho, Reveals Sampler Clip of Tracks for 2nd Full Album 'TAKE', 'Sensibility Swag'""
#<U+C1A1><U+BBFC><U+D638>_<U+CEF4><U+BC31>_1<U+C704><U+B85C>_<U+B3C4><U+B9DD><U+AC00> 
#MINO_TAKE #<U+B3C4><U+B9DD><U+AC00> #<U+C1A1>…","THU"
"139","@iriomote2501 Oh no....you missed Kirby in Dreamland Q~Q https://t.co/yM7rZ630C0","THU"
"140","RT @Arlahndo: Any finger that retweets this will receive good news this week https://t.co/pMd6wUxLbL","THU"
"141","RT @fairygirlspit: twitter drama is funny when you think about the fact that it’s just a bunch of ppl in their beds on their phone blank fa…","THU"
"142","RT @frogchristen: My 89 year old grandmother has been eagerly waiting to vote for @JoeBiden for months. Thank you Dallas County for allowin…","THU"
"143","RT @tobymorton: @JasonMillerinDC Dis you? https://t.co/ERTNEjyeJA","THU"
"144","LITTLE MIX POR FAVOR @rockinrio https://t.co/GqVfbmbfIa","THU"
"145","@talkfastniall @JIMINSBlTCH @Ashton5SOS this interaction made me so happy i miss shows :/","THU"
"146","The Covid island they went to? Westworld. https://t.co/4rDM8QZu4M","THU"
"147","RT @_milkyjeon: BTS REACTED TO YSABELLE'S COVER OMG <U+0001F1F5><U+0001F1ED><U+0001F1F5><U+0001F1ED> https://t.co/IT66310Igq","THU"
"148","@perryuna1 Nothing, just cleaning up from din din oomfie!","THU"
"149","RT @wpcinnderella: virginity will never be the basis of a woman's worth","THU"
"150","@lil_meek_lil @_paigessss Ask intelligent questions my don<U+0001F44D><U+0001F3FE>","THU"
"151","I’m vibrant high and my circle lit <U+2728>","THU"
"152","RT @AngrierWHStaff: I’d like to take a moment to wish Tucker Carlson the best of luck in his quest to find his imaginary documents from a c…","THU"
"153","RT @_harrisonJNR: How it                        final
Stated           Vs.    Result using
                                   PicsArt<U+2764><U+FE0F> htt…","THU"
"154","@TheRealMster N to the fucking o","THU"
"155","@soggyboner No I hate fate","THU"
"156","@CheriJacobus The party of Evangelical Christians...","THU"
"157","@rozinck You are killing me.  Mn snort laughed.","THU"
"158","RT @NFLprguy: A look at the shirt some of the @AtlantaFalcons &amp; @Panthers players were wearing for warmups https://t.co/ii9QQVKJTB","THU"
"159","RT @TomyyO_: this album is like one big sex playlist","THU"
"160","RT @RLGRIME: HALLOWEEN IX LIVESTREAM STARTING IN TWO MINS GET IN HERE

https://t.co/AuVa6Cw22g","THU"
"161","@lochlanwatt I genuinely only miss the travel and playing my music, but I can do one of those things at home so I get by okay.","THU"
"162","RT @_renjaune_: I feel like a Victorian guy seeing an ankle for the first time https://t.co/BrE9RRLAhF","THU"
"163","RT @realDonaldTrump: My Administration has suspended the entry of refugees from terror-compromised nations such as Syria, Somalia and Yemen…","THU"
"164","@milkslut44 Didn’t you just dye it! <U+0001F631>","THU"
"165","RT @choeurie: catboy??
#GenshinImpact #<U+539F><U+795E> https://t.co/kAXMmqbEwm","THU"
"166","RT @adnannhussainn: How it started         How it’s going https://t.co/gANZuAI0At","THU"
"167","RT @AroundtheHorn: Gonna go ahead and put @SarahSpain down as a strong NO on Tony La Russa to the White Sox ...

""This is the dumbest decis…","THU"
"168","Would be supportive of the crazy stocks if tsrys could rally; not so much for the sad sack insurers and so forth. A… https://t.co/yGvbXZkT4D","THU"
"169","RT @EXOPublicity: EXO have only EXOL’s. If we want to make our boys win,  we must work more harder. We have to be more active on retweeting…","THU"
"170","RT @idolIovesyou: <U+FE45> you received a new message<U+2800>› @loverlix <U+0ED1>

<U+3164><U+3164><U+00013083><U+2800>Felix.<U+2800><U+0001FA90>
- i love you so much. https://t.co/ZM28szlw14","THU"
"171","RT @PeakLuka: Over a year ago NBA writer Tim Bontemps was ask to name his top 5 nba players rn and here was his list <U+0001F921><U+0001F921><U+0001F921> https://t.co/p1lSJ…","THU"
"172","i am just so hungry, but at least i actually ate smth today lol","THU"
"173","I can honestly say I cried while I watched this. Everyone needs to watch and retweet this video. https://t.co/Zik2xFAIz6","THU"
"174","In 1885 the Criminal Law Act was passed in the UK. It made all homosexual behaviour illegal. Similar laws were put… https://t.co/dhhq1rErZc","THU"
"175","RT @glennkirschner2: Video dropping shortly: Judge Sullivan issues scorched-earth order blocking ALL DeJoy mail-slowing policies. Judge Sul…","THU"
"176","@PatriotAverage You know it.. and after hrs","THU"
"177","RT @Biisi96: Wizkid with Burna Boy, Damian Marley, Tems, H.E.R in the studio for #MadeinLagos https://t.co/kHjL3LeMov","THU"
"178","RT @Ashton5SOS: I invite you to come and see “SUPERBLOOM: A LIVE CONCERT FILM”. I bought every single one of you a ticket. #Superbloomfilm2…","THU"
"179","Children are tiring when they wanna be smart asses. I know you don’t wanna be here, kiddo. Please stop making it harder for both of us.","THU"
"180","RT @Daily_JKUpdate: <U+0001F4CA>""MY TIME” by JUNGKOOK spends another day on Worldwide iTunes Song Chart at #112, extending its own record as the LONGE…","THU"
"181","Only version I acknowledge <U+0001F60C> https://t.co/725LiNcU7S","THU"
"182","@Dan_PedoHunter @YeetBsbakery @Ndon_isBack @NdonPedoHunter What the fuck","THU"
"183","@ohembri <U+0001F62D><U+0001F62D> girlll tried it.","THU"
"184","Here's my latest ""Lucy"" video. She just got put in a puppy timeout due to having more energy than her daddy. But sh… https://t.co/p3mHXM08Wt","THU"
"185","Group 1 - DON’T FORGET TO WEAR YOUR PINK.  #rms2020 #roslynmiddleschool #roslynschools #wearpinkbreastcancerawareness","THU"
"186","RT @AkpraiseMedia: Throwback to when Desmond Elliot said ""Social Media was very instrumental to his victory"".

https://t.co/hzBth0Gbma","THU"
"187","wait who submitted this?? https://t.co/qzl40njXdL","THU"
"188","RT @RudyMarquezJr: This is a prime example of the ignorance and delusion embedded within Trump supporters. Once they realized she was talki…","THU"
"189","RT @NHLBruins: A statement from Bruins President Cam Neely on the passing of Travis Roy. https://t.co/kOtthdVAJD","THU"
"190","OH not always fancy tho https://t.co/Ygvir23Eps","THU"
"191","Our new ""workplace disruptors"" ebook gives you 15 actionable solutions to protect your organization and adapt to to… https://t.co/sOg1AVQxGq","THU"
"192","RT @BigMan_Xander: What if wizkid meant 11th of november when he said 11.11<U+0001F602> #MadeinLagos","THU"
"193","RT @nekokat42: #shouritsu 
ritsu: slowly sinks to the floor
inspired by this post https://t.co/SAeAeWhp95 (and ofc i made it gay) https://t…","THU"
"194","@Leslie56517514 I hope to get there soon <U+0001F91E>it’s nice to see others actually care about what they say in public <U+0001F60F>","THU"
"195","RT @Amy_Siskind: How it ended:

“A 64-page document that was later disseminated by close associates of President Donald Trump appears to be…","THU"
"196","Wait where do u watch Kairos with English subtitles","THU"
"197","@KimKardashian 1 minute!!!!  #KUWTK","THU"
"198","RT @baekyeolpups: I'm voting for EXO for Favorite Social Artist at the #AMAs @weareoneEXO","THU"
"199","Fake numbers<U+203C><U+203C><U+203C> https://t.co/SKMjrfathF","THU"
"200","me scrolling on the tl then notifications from vi and val fighting comes up.  https://t.co/CcysQ56cJY","THU"
"201","RT @marklevinshow: Take a look at these charts 
https://t.co/PGA1csjxcT","THU"
"202","RT @RexChapman: Dead body https://t.co/IkiY0e5yUb","THU"
"203","Why is this ALLOWED AT ALL IN ANY WAY https://t.co/Mt9vvsl2To","THU"
"204","A week https://t.co/fGigLaR1Lt","THU"
"205","i’m stuck at 1010 power in destiny. how can i get higher?","THU"
"206","Hey #yyc! We have a couple volunteer spaces left if you want to join our crew for a #RiverbankRestoration (planting… https://t.co/RxefMfgA4g","THU"
"207","*<U+0001D64E><U+0001D65D><U+0001D65A> <U+0001D656><U+0001D669> <U+0001D669><U+0001D65D><U+0001D65A> <U+0001D664><U+0001D669><U+0001D65D><U+0001D65A><U+0001D667> <U+0001D66C><U+0001D65E><U+0001D669><U+0001D65D> <U+0001D656> <U+0001D657><U+0001D65E><U+0001D65C> <U+0001D668><U+0001D662><U+0001D65E><U+0001D661><U+0001D65A> <U+0001D664><U+0001D663> <U+0001D65D><U+0001D65A><U+0001D667> <U+0001D65B><U+0001D656><U+0001D658><U+0001D65A>*

""<U+0001D644> <U+0001D66C><U+0001D664><U+0001D66A><U+0001D661><U+0001D659> <U+0001D661><U+0001D664><U+0001D66B><U+0001D65A> <U+0001D669><U+0001D664><U+0001D664> <U+0001D65D><U+0001D656><U+0001D663><U+0001D65C><U+0001D664><U+0001D66A><U+0001D669> <U+0001D66C><U+0001D65E><U+0001D669><U+0001D65D> <U+0001D66E><U+0001D664><U+0001D66A> <U+0001D64E><U+0001D65D><U+0001D65E><U+0001D663><U+0001D668><U+0001D664><U+0001D66A>"" https://t.co/44w4FP1yNN","THU"
"208","@KildayMorgan wayne's probably still on paper as a convicted felon

can he even vote in louisiana
has he ever voted… https://t.co/IASyHLPXPa","THU"
"209","@madridistarb @D7RK_KNIGHT @Jay_RMA @DeLxgt_ @OvoMark_ @MadridiR8_ that’s probably due to his arrogance","THU"
"210","RT @adriel_terrazas: TRUMP &amp; BIDEN ARE TIED IN TEXAS 
GUYS TEXAS CAN TURN BLUE IF WE JUST VOTE!!!! PLEASE VOTE!","THU"
"211","We don’t care. Go back to zaddy. https://t.co/WDwiOSrjKH","THU"
"212","RT @andykupf: @TCRG2012 Sounds like you wanna testify!  Preach! https://t.co/sAFzNJ6hen","THU"
"213","@willnyebyfield Wait how does Nylander break out after a 37 goal pace season","THU"
"214","Looks like we're out of luck, kiddo.","THU"
"215","RT @preddygirlkyy: If you had to choose an old picture of you as an album cover, what would you pick? https://t.co/pSndITImPS","THU"
"216","@jelliefroots This is so kind! Thank you so much!! <U+0001F493><U+0001F49D><U+0001F493>","THU"
"217","RT @hlnlzdaily: WE LOVE YOU LOUIS https://t.co/gCcCzFatJ1","THU"
"218","RT @emokibu: best boy https://t.co/yImzTZzDkl","THU"
"219","RT @OfficialMonstaX: Monbebe! We have limited amount of our new CD for you for pre order on our official U.S. store! This is the only place…","THU"
"220","@TWICE_Giveaway @sofpenguu @JYPETWICE BEHIND THE MASK
#MAMAVOTE #twice @JYPETWICE https://t.co/8Z9DILEzs1","THU"
"221","RT @AliVelshi: The Hunter Biden “dossier” disseminated by Trump’s close associates appears to be from a fake “intelligence firm” called Typ…","THU"
"222","RT @jbf1755: VOTE IN PERSON.

They are trying to find ways to deny your vote.
Don't let them.","THU"
"223","With each of these arrogant ""we'll decide if your vote is going to count"" decisions, courts make fed court expansio… https://t.co/oJJ6toT2fi","THU"
"224","RT @igutjung: soooo cuteeeeeeee <U+0001F62D> https://t.co/B9UT92Uoyp","THU"
"225","RT @pandoramusic: It's time. #MADEINLAGOS has arrived. Listen to @wizkidayo's brand-new album, packed with features from @burnaboy, @HERMus…","THU"
"226","@xgixg @SusanWojcicki @renatoverdugo @jackisnotabird @NickCrowleyYT @YouTube @TeamYouTube Yeah, I know. It's so sad… https://t.co/8Ubb0Rvyi7","THU"
"227","RT @PejuangSn: Day 2...
Only 1 tweet is allowed each day per account but retweets are unlimited. So can I get 1m retweets?!

MAMA’s Fan Cho…","THU"
"228","RT @PeteButtigieg: It's almost unbelievable this has to be said, but a President @JoeBiden will not go silent when Putin puts a bounty on o…","THU"
"229","@Prolific10k Instagram?","THU"
"230","@thereidout Stop calling justices like ABC &amp; Kavanaugh  “conservative.”  The justices are radical activists who are… https://t.co/RrGxRK45Hp","THU"
"231","RT @N0RlAKI: just another normal bruno bucciarati tweet https://t.co/fXXPTtunR7","THU"
"232","@courtney883 Just so I get to see you do this.<U+0001F602>","THU"
"233","@CleanCardi Dinlicem <U+0001F44D><U+0001F3FB>","THU"
"234","RT @rawrtinyyy: D-2
I vote #ateez for Worldwide Fans’ Choice
#MAMAVOTE @ATEEZofficial","THU"
"235","Tucker Carlson’s Hunter Biden Documents Reportedly Located https://t.co/M4JxV5AcMC","THU"
"236","i’m going to rest well i’m trying i keep getting sleep paralysis","THU"
"237","@MoriartyStJames @NickDarkfox Damn, there’s fucking drill in that thing!","THU"
"238","SYLPH ALIENS TONIGHT https://t.co/fNXy9YVhI5","THU"
"239","In November 2015, the Briggs family got the most dreadful call a parent can get; their daughter Colette, then 2 ½ y… https://t.co/snEYhImi5O","THU"
"240","RT @Blknbi: @ryanjreilly @RespectableLaw In case anyone missed it now that it’s been deleted: https://t.co/gX13QpEICm","THU"
"241","@LuckyxRam I fucked up the joke, your bio says stan https://t.co/OUujfJG6WL","THU"
"242","@NiallOfficial @smolloutommo28 you see that even Instagram misses your live stream Niall. You should think about it <U+0001F9D0>","THU"
