label,text-cat,length-cat,containsMention-cat,isWeekend-cat
0,"@localtweeps wow tons of replies from you may have to unfollow so i can see my friends' tweets you're scrolling the feed a lot. ",131,1,0
0,"our duck and chicken are taking wayyy too long to hatch ",56,0,0
0,"put vacation photos online a few yrs ago. pc crashed and now i forget the name of the site. ",93,0,0
0,"i need a hug ",13,0,0
0,"@andywana not sure what they are only that they are pos! as much as i want to i dont think can trade away company assets sorry andy! ",135,1,0
0,"@oanhlove i hate when that happens... ",38,1,0
0,"i have a sad feeling that dallas is not going to show up  i gotta say though you'd think more shows would use music from the game. mmm",135,0,0
0,"ugh....92 degrees tomorrow ",27,0,0
0,"where did u move to?  i thought u were already in sd. ?? hmmm. random u found me. glad to hear yer doing well.",110,0,0
0,"@batmanyng i miss my ps3 it's out of commission  wutcha playing? have you copped 'blood on the sand'?",102,1,0
0,"just leaving the parking lot of work! ",38,0,0
0,"the life is cool. but not for me. ",34,0,0
0,"sadly though i've never gotten to experience the post coitus cigarette before and now i never will. ",102,0,0
0,"i had such a nice day. too bad the rain comes in tomorrow at 5am ",65,0,0
0,"@starrbby too bad i won't be around i lost my job and can't even pay my phone bill lmao aw shucks ",98,1,0
0,"damm back to school tomorrow ",29,0,0
0,"mo jobs no money.  how in the hell is min wage here 4 f'n clams an hour?",73,0,0
0,"@katortiz  not forever... see you soon!",39,1,0
0,"@lt_algonquin agreed i saw the failwhale allllll day today. ",61,1,0
0,"@jdarter oh! haha... dude i dont really look at em unless someone says hey i added you. sorry  i'm so terrible at that. i need a pop up!",136,1,0
0,"@ninjen i'm sure you're right...    i need to start working out with you and the nikster... or jared at least!",110,1,0
0,"i really hate how people diss my bands!  trace is clearly not ugly!",67,0,0
0,"gym attire today was: puma singlet adidas shorts.......and black business socks and leather shoes  lucky did not run into any cute girls.",138,0,0
0,"why won't you show my location?!   http://twitpic.com/2y2es",59,0,0
0,"no picnic  my phone smells like citrus.",39,0,0
0,"@ashleyac my donkey is sensitive about such comments. nevertheless he'd (and me'd) be glad to see your mug asap. charger is still awol. ",137,1,0
0,"no new csi tonight.  fml",24,0,0
0,"i think my arms are sore from tennis ",37,0,0
0,"wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ",97,0,0
0,"sleep soon... i just hate saying bye and see you tomorrow for the night. ",73,0,0
0,"@statravelau just got ur newsletter those fares really are unbelievable shame i already booked and paid for mine ",115,1,0
0,"missin' the boo ",16,0,0
0,"@markhardy1974 me too  #itm",27,1,0
0,"damn... i don't have any chalk! my chalkboard is useless ",57,0,0
0,"had a blast at the getty villa but hates that she's had a sore throat all day. it's just getting worse too ",108,0,0
0,"@msdrama hey missed ya at the meeting  sup mama",47,1,0
0,"my tummy hurts.  i wonder if the hypnosis has anything to do with it? if so it's working i get it stop smoking!!!",116,0,0
0,"why is it always the fat ones?! ",32,0,0
0,"@januarycrimson sorry babe!!  my fam annoys me too. thankfully they're asleep right now. muahaha. *evil laugh*",112,1,0
0,"@hollywoodheat i should have paid more attention when we covered photoshop in my webpage design class in undergrad ",115,1,0
0,"wednesday my b-day! don't know what 2 do!! ",43,0,0
0,"poor cameron (the hills) ",25,0,0
0,"pray for me please the ex is threatening to start sh** at my/our babies 1st birthday party. what a jerk. and i still have a headache ",134,0,0
0,"@makeherfamous hmm   do u really enjoy being with him ? if the problems are too constants u should think things more  find someone ulike",138,1,0
0,"strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435",85,0,0
0,"so ryleegrace...wana go steve's party or not?? sadly since its easter i wnt b able 2 do much  but ohh well.....",112,0,0
0,"hey i actually won one of my bracket pools! too bad it wasn't the one for money ",81,0,0
0,"@stark you don't follow me either  and i work for you!",55,1,0
0,"a bad nite for the favorite teams: astros and spartans lose.  the nite out with t.w. was good.",94,0,0
0," body of missing northern calif. girl found: police have found the remains of a missing northern california girl .. http://tr.im/imji",133,0,0
0,"@mangaaa i hope they will increase the capacity fast yesterday was such a pain. got the fail whale +15 times in 2 hours.... ",125,1,0
0,"behind on my classes for work ",30,0,0
0,"watching &quot;house&quot; ",27,0,0
0,"@kpreyes remember my bum leg? strikes back this time its serious ",65,1,0
0,"@paradisej cool i will. their are all kinds of complaints about this laptop online about overheating but no recalls ",118,1,0
0,"emily will be glad when mommy is done training at her new job. she misses her.  http://apps.facebook.com/dogbook/profile/view/6176014",133,0,0
0,"would rather the first party send bad messages than the 3rd party send mixed ones  sophmore year all over again?",112,0,0
0,"@henkuyinepu it's overrated ",28,1,0
0,"@marykatherine_q i know! i heard it this afternoon and wondered the same thing. moscow is so behind the times ",110,1,0
0,"laying in bed with no voice.. ",30,0,0
0,"i'm sooo sad!!! they killed off kutner on house  whyyyyyyyy",59,0,0
0,"@jacobsummers sorry  tell them mea culpa from me and that i really am sorry.",76,1,0
0,"@alliana07 it didn't make any sense to me the suicide thing. i refuse to believe that that is actually what happened. ",119,1,0
0,"@salancaster  hope your ok.",27,1,0
0,"@mercedesashley damn! the grind is inspirational and saddening at the same time.  don't want you to stop cuz i like what u do! much love",136,1,0
0,"@hibanick yeah aw but i know i wudnt stand a chance ",52,1,0
0,"ugh. cant sleep. its 1:30am. ",29,0,0
0,"hanging in crooners. wanna sing. can't. sucks. ",47,0,0
0,"@erre_sc aaw i miss ya all too.. im leaving to bh tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! ",129,1,0
0,"is pissed off that there's no asba's for a radio station. ",58,0,0
0,"wednesday my b-day n don't know what 2 do!  ",44,0,0
0,"i know my life has been flipped upside down when i just thought in my head that some ramen sounds good. ",104,0,0
0,"i am in pain. my back and sides hurt. not to mention crying is made of fail. ",77,0,0
0,"late night snack glass of oj b/c i'm &quot;down with the sickness&quot; then back to sleep...ugh i hate getting sick... ",122,0,0
0,"@allyheman but.. but.. but.. i'm not a big fan on camilla belle ",64,1,0
0,"@grum wah i can't see clip must be el-stupido work filters. can't wait 'till i get a 'puter. something else 2 blame ex 4. he broke mine ",137,1,0
0,"this week just seems to get longer and longer in terms of how much i need to do.. and how much i'm actually going to get done ",126,0,0
0,"i'm so cold ",12,0,0
0,"@thecoolestout ehhh don't. weather's gonna take a turn for the ugly tomorrow ",77,1,0
0,"@chelserlynn haha its so cooooold in the d! and no  but you should still go to the show. they do some incredible stuff",118,1,0
0,"hoping the tummy rumbles go away soon ",38,0,0
0,"@knights_ no no notice. they told me i'd be working tomorrow and then i called the agency to follow up and they said it was over. ",132,1,0
0,"almost bedtime ",15,0,0
0,"i'm missing you babe..  but as long as your alive i'm happy.. yawwwnn.. i'm tired my love imma try to sleep hopefully you had a headstart",137,0,0
0,"agh...snow!!! ",14,0,0
0,"i miss kenny powers ",20,0,0
0,"@bridgetsbeaches thank you for letting people know but now i'm sad that the direct message i got wasn't actually from bridget ",127,1,0
0,"...and india missed out its 100th test victory n 10th consecutive win without a loss. ",87,0,0
0,"@jonathanrknight i guess that's a no then. ",43,1,0
0,"sadly is going to bed. ",23,0,0
0,"@ozesteph1992 shame to hear this stephan ",41,1,0
0,"@mrsaintnick hey! i'm leavin in the morning... ",47,1,0
0,"was intending to finish editing my 536-page novel manuscript tonight but that will probably not happen. and only 12 pages are left ",132,0,0
0,"laid around too much today... now my head hurts ",48,0,0
0,"@twista202 i still haven't read the 9th&amp;10th princess diaries  saving francesca made me cry at the end. hmm those are easy books.",133,1,0
0,"my nokia 1110 died..  ",22,0,0
0,"my mom might have breast cancer won't find out anything for. like a week i'm so worried! ",89,0,0
0,"going to sleep. hoping tomorrow is a better day. ",49,0,0
0,"@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  they keep waking the kids up too",137,1,0
0,"@onemoreproject that is lame ",29,1,0
0,"i don't understand... i really don't ",37,0,0
0,"heroes just isn't doing it for me this season... ",49,0,0
0,"living not downtown sure isn't much fun.  ",42,0,0
0,"@jonathanchard not calorie wise   i wish junk food was calorie free! i ate a thing of sour skittles and a big ass cherry coke!",126,1,0
0,"man work is hard ",17,0,0
0,"getting sick  time for some hot tea studying and then sleeeep",63,0,0
0,"getting eyebrows waxed. more pain ",34,0,0
0,"no phantasy star yesterday  going to work...",44,0,0
0,"oh - just got all my macheist 3.0 apps - sweet. didn't get the espresso serial no though although they said they sent it - oh well ",131,0,0
0,"picked mich st to win it all from the get go.  was feeling pretty good about that pick all the way up until......tonight.  a's lost too ",136,0,0
0,"is alone downstairs...working ",30,0,0
0,"i feel bad for doing it ",24,0,0
0,"@ryanseacrest is it just me or she hates anoop. i mean seriously she's kinda mean to him. ",92,1,0
0,"@pinkserendipity yes sprint has 4g only in baltimore and chicago so far ",72,1,0
0,"i'm stuck awake in the middle of the night for the second day in a row. and i felt terrible yesterday. ",103,0,0
0,"thanks for bursting my bubble ",30,0,0
0,"going to school soon... can't find anything to wear!! gosh it's so hard ",72,0,0
0,"@marieclr i was serious  lol",28,1,0
0,"@naughtyhaughty i had on my page for sooooo long!!! until it got deleted  sad day in history",92,1,0
0,"crazy wind today = no birding  http://ff.im/1xtti",49,0,0
0,"currently at work.. ",20,0,0
0,"grrr.. my ipods acting weird too! jai ho and thinking of you aren't playing the full songs.. ughh. ",99,0,0
0,"@penndbad send me the dvd cos i have missed out on heaps  not happy about that!",79,1,0
0,"i don't see the big deal with this website ",43,0,0
0,"@machineplay i'm so sorry you're having to go through this. again.  #therapyfail",80,1,0
0,"@colindemar far too out of the way for rail.  any other tips?",61,1,0
0,"i'm not still up i swear. why do i keep losing. gaining. losing. gaining. tweeps?  so heart wrenching.",102,0,0
0,"today i realized i am too good at hiding things even i can't find it ",70,0,0
0,"staying at a friends house...house sitting neighbors are so loud-having a party ",81,0,0
0,"@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!",127,1,0
0,"check out my mug  http://www.erika-obscura.blogspot.com",55,0,0
0,"borders closed at 10 ",21,0,0
0,"downloading nin's new album &quot;the slip&quot; - when the hell did this come out? i'm so behind the times these days ",119,0,0
0,"just woke up an already have written some e-mail... i've to go early at university today as i have to teach at 8:30 am! ",120,0,0
0,"is watching the hill . . .and its making me sad ",48,0,0
0,"so many channels.... yet so so boring... lazy day again  may have to find a hobby",81,0,0
0,"@supersport i miss my buddy  ill be in ny on the 25th",53,1,0
0,"@robluketic  love the french. i tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people",128,1,0
0,"opps.. as i said.. i still got one day remain and now problem come ",67,0,0
0,"i activated my selfcontrol block early meaning i can't check out the new qc.  regularizing my internal clock is might be difficult. #fb",136,0,0
0,"@hillydop  oh no",16,1,0
0,"spencer is not a good guy. ",27,0,0
0,"@goodlaura what about reese dying on #ttsc? and season finale next week.  #24 boring madame president is a crazy woman.",120,1,0
0,"@jonathanrknight i hate the limited letterstoo.hope you and the guys are fine?i pray for my dogshe�s not well ",114,1,0
0,"didn't get shit done today ~ i'm so screwed ",44,0,0
0,"wanttss to go out ",18,0,0
0,"is not going to sleep tonite. ",30,0,0
0,"too worried and tired to post tonight ",38,0,0
0,"couldn't get shit done today ~ i'm so screwed ",46,0,0
0,"job interview in cardiff today wish me luck! got about 3 hours sleep ",70,0,0
0,"@stustone your show is whack. way worse than whack it's wiggety-whack.    :*(:*(:*(",84,1,0
0,"@djalizay i really don't think people choose to be that way. but i think he chose not to accept my family's help   he might be dead by now",138,1,0
0,"@eloquentembrace you're going to kill me but i've not seen ds9. i've been waiting till i can do it in one solid week sitting. ",127,1,0
0,"@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! ",53,1,0
0,"i hate to see the spartans so sad ",34,0,0
0,"my mind and body are severely protesting this &quot;getting up&quot;  thing. had nightmares to boot ",100,0,0
0,"@mysteezradio i'm goin' to follow u since u didn't  lol  go angels!",68,1,0
0,"@mandayyy ",10,1,0
0,"@twista202 i think i want to read some books but the library doesn't have them ",79,1,0
0,"my nap was interrupted so many times today  going out for japanese with the 'rents again...",91,0,0
0,"kind of longs for the bus that shows up at the end of ghost world right now. ugh. ",82,0,0
0,"@gurumn but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.",95,1,0
0,"awwh babs... you look so sad underneith that shop entrance of &quot;yesterday's musik&quot;  o-: i like the look of the new transformer movie ",142,0,0
0,"sad that the 'feet' of my macbook just fell off ",48,0,0
0,"i'm gonna get up late tomorrow and it's 132am here. i gonna get tipsy by my lonesome. that's...that's just sad ",111,0,0
0,"i'm sweating my forthcoming trip to e3.  if i can't find someone to crash with while i'm out there i may be screwed.  ",119,0,0
0,"has now gotten somebody to read his tweets but cant get them to make an account. ",82,0,0
0,"@infinitydefines  omgawd i couldnt handle my cat being in heat all the time d: d:",81,1,0
0,"@donniewahlberg i hope i can make it to the auburn show. but its not looking good for me ",89,1,0
0,"@david_henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha",130,1,0
0,"@breadandbadger congrats!!  i totally forgot to submit photos ",62,1,0
0,"@paulaabdul awww good luck paula!! please don't work too hard  but i hope you have fun  your new album is gonna be amazing!  xxx",129,1,0
0,"@imaginarypeach now your leaving me  .... -gets sad-",52,1,0
0,"i miss you twitter. my phone broke now i'm using a stupid nokia phone. ughhh i miss my advance phone. ",104,0,0
0,"shooting outside my house :o not kidding! so scared ",52,0,0
0,"tuesday�ll start with reflection �n then a lecture in stress reducing techniques. that sure might become very useful for us accompaniers ",141,0,0
0,"what tragedy and disaster in the news this week ",48,0,0
0,"yes yes still trying to find a picture that will upload correclty.. ",68,0,0
0,"why oh why was the red sox game rained out? i was so looking forward to opening day ",84,0,0
0,"i still can't find my keys. ",28,0,0
0,"@charlietm i know right. i dunno what is going on with twitter. ",64,1,0
0,"might be getting a sore throat again ",37,0,0
0,"@labelsnotlove   my home town. my mammy called all depressd.  pls explain y a parent let their 8yr old child walk alone? hello? its 2009!",137,1,0
0,"@ircmaxell - i think i need to find better anti-depressants.  i think this paxil/wellbutrin combo is losing its efficacy.  ",123,1,0
0,"@myconnecticut restaurant called woodntap has competitive eating tourney round tourney time. we place 2nd ",106,1,0
0,"is in the bathroom... wake up lakin. ",37,0,0
0,"@caitlinoconnor i want tacos and margarhitas  telll gay i say hello&lt;3",72,1,0
0,"im lonely  keep me company! 22 female california",49,0,0
0,"bad day at the betfair office ",30,0,0
0,"i miss him.  can't wait to celebrate the tar heel win this weekend though!!",75,0,0
0,"i'm really cold. i don't want to go to sleep yet but there's nothing to do ",75,0,0
0,"@kristencampisi is this it 4 u? its ' officially over ' 4 me this go round! ",76,1,0
0,"monkeys??? i just found out you my twin and you wont even write back.  i'm heartbroken",86,0,0
0,"@miss_om aww  i know i felt like that yesterday at work ",56,1,0
0,"@sarahreedsc treaty isn't defined ",34,1,0
0,"missed brent at praise band.   no fun to not have the your lead guitarist.  &lt;pout&gt;",88,0,0
0,"@jpfurry poor john  this is what happens when you play with fruit and a microwave! seriously though have you seen a doctor?? xxx",128,1,0
0,"missing my bff  watching home and away it reminds me of her and me  we &lt;3 it. shout out to u courts",102,0,0
0,"@mandayyy   ",12,1,0
0,"new video card is doa. ",23,0,0
0,"feeling lost naked and confused (jk sort of).....no iphone for me. ",69,0,0
0,"damn i am so late at filling this appraisal form people have almost sent it .. i was so occupied in work ",106,0,0
0,"missed brent at praise band.  no fun to not have your lead guitarist. &lt;pout&gt;",82,0,0
0,"i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah",131,0,0
0,"has lost his ring. it's no-where to be seen ",44,0,0
0,"@burgaw ooooooh! *sealclap* see i download shitloads of zip folders off 4chan. i have no internet moneys.  fuck yeah alicia &amp; mikey.",137,1,0
0,"is still nursing my nile but glad he is feeling better. i hate when my baby is sick ",84,0,0
0,"is fucked to go back to ic ",27,0,0
0,"@brandizzzle08 yoyoyo. my internet has been rude tonight. it just reconnected and i'm about to go to bed. ",106,1,0
0,"@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can",89,1,0
0,"@kissability me too i is poor ",30,1,0
0,"help me forget 8th april &amp; 13th july! ",42,0,0
0,"dierks bentley is comin' to columbus oh!! i wanna go so bad ",61,0,0
0,"i have to take my sidekick back. ",33,0,0
0,"@chriscantore congrats! i'm totally jealous! only wish my xm was working ",73,1,0
0,"gr8t my face is very itchy ",27,0,0
0,"poor socks  luvvvvv the golden retriever!! i want one sighhhh",61,0,0
0,"i just saw that they found that tracy girl in a piece of luggage... how fucking terrible ",89,0,0
0,"aaaaand the nausea is back. ",28,0,0
0,"@donniewahlberg ooh i�m excited and not even going 2 be there  long love youtube!",83,1,0
0,"spent 1 hour to reach to axis bank only to find out today is holiday for mahavir jayanti  contd..",97,0,0
0,"@mathewsmichael  i agree... the jobros dont update theres very often ",69,1,0
0,"@fishmouse it is hilarious and i linked the clip from lj some time ago but when i went back just now it was a dead link ",120,1,0
0,"@diannepulham oooooooo who with? (im not neither but thats because i need to study  )",85,1,0
0,"haven't tweeted nearly all day  posted my website tonight hopefully that goes well  night time!",96,0,0
0,"@bostongarden i miss bentley ",29,1,0
0,"seriously needs to finish these job applications ",49,0,0
0,"my son vincas is sick so i stay at home  just three tense days at work and i am back on holiday with kids",107,0,0
0,"whinging. my client&amp;boss don't understand english well. rewrote some text unreadable. it's written by v. good writer&amp;reviewed correctly. ",145,0,0
0,"@huntermoore i don't want him to ever punch me.  ",49,1,0
0,"sooo sick of the snow  ughh",27,0,0
0,"@its_nemesis ------- ",21,1,0
0,"@lovemeagan it doesn't work your fan is upset ",46,1,0
0,"i would like to apologize for the repeated video games live related tweets. i am going to have a stern discussion with koodo soon. stern. ",138,0,0
0,"@zaydia but i cant figure out how to get there / back / pay for a hotel etc ",76,1,0
0,"fml: so much for seniority bc of technological ineptness i now have to &quot;register&quot; for classes again ",112,0,0
0,"feels like she slept the day away.    not looking forward to any more bouts with my gallbladder.  at least i have pills now for the pain.",137,0,0
0,"@thastevieg but what i really want is my old bass back ",55,1,0
0,"mad tired today... callin it in early tonight  nighty night twittas",67,0,0
0,"@levenrambin: take it easy and be good to you. ",48,1,0
0,"i'm afraid i had bad code. ",27,0,0
0,"think i'm going to bed. goodniight. i hate this ",48,0,0
0,"@riancurtis  i'm here friend and i love you.",46,1,0
0,"@kariajay  all this time you didn't notice i was gone...just needed db2 is it??",79,1,0
0,"@aaronrva is in the bathroom and i have to pee!    ",51,1,0
0,"@ashleyskyy but i wanted a margarita too! ",42,1,0
0,"@kourtneykardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!",123,1,0
0,"just called hillsong again - they said they couldn't tell me where i was on the waiting list - i don't know if it's looking so good ",132,0,0
0,"has 0g of milky bar left and around 200ml of coke ",51,0,0
0,"@jokerrrr it stillllll hasn't arrived ",38,1,0
0,"mraow i feel like dancing but first art school wants to rape me some more. ",77,0,0
0,"@karenucol ah! i bet it does i've been like craving to play softball or basketball !!! but i have noo time ",107,1,0
0,"is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back ",134,0,0
0,"amazon s3 plugin not worked in my website . it need php 5 . but my hosting provider has only php 4.4  . very sad.",113,0,0
0,"argh! i was suuuper sleepy an hour ago now i'm wide awake.  hope i don't stay up all night. :-/",96,0,0
0,"@austinhill i wish i was!  sold out   if you have some time let me know i would love to hear more about what you are up to!",124,1,0
0,"just watched tropic thunder. dreading tomorrow ",47,0,0
0,"@qweendassah no...he's still miss'n... ",39,1,0
0,"chiefdelphi is down ",20,0,0
0,"http://twitpic.com/2y2wr - according to my bro our new puppy had a poo fight and was covered in poop  (picture stolen from him)",128,0,0
0,"playing game at home! my new boss didn't call me yet... ",56,0,0
0,"su yin huen tweeted i feel unbearable guilt. i made my staff cry  http://tinyurl.com/cw2l9t",91,0,0
0,"poor joshy is sick???   those damn tejanos!",43,0,0
0,"my thoughts are with sandra cantu's family at this difficult and sad time ",74,0,0
0,"@franzglaus i know just wanted to let everybody know what was happening  ",74,1,0
0,"michigan who?  i don't know them.                   *sigh*   shameful!",70,0,0
0,"i have to fill two hours ",25,0,0
0,"@alicayaba so cuuute! hey i miss you na!  its not the same not seeing you girls everyday ",90,1,0
0,"@jonathanrknight oh! did i mention it? &quot;gooooood moooorniiiiiiing&quot;  from germany! im back in my cage....or better...my office ",136,1,0
0,"throat is closing up and i had some string cheese. not a good idea ",67,0,0
0,"aww sandra cantu is found dead in a suitcase  missing children stories never seem to go good. poor family.",107,0,0
0,"wishing i was home underneath my covers ",40,0,0
0,"walking home from school drains all my energy ",46,0,0
0,"@ridley1013 i agree. the shapeshifting is a copout. i was so excited for angela's ep i thought it was this week.  noah was awesome tho!",136,1,0
0,"@savethestrib dang! i would have done this if i knew it was there earlier.  any other outings planned?",102,1,0
0,"i wish i was better at writing. it's taking me so long to write this paper. ",76,0,0
0,"..and of course... i have access to my halo 3 mythic map pack re-download.. but bad news.. not the legendary map pack... ugh.. 600ms... ",136,0,0
0,"@vene2ia ...not yet unfortunately another few weeks i've been told  how are you? i've been a little bit busy with my latest project.",133,1,0
0,"@thecoolestout ha the sun's already gone ",41,1,0
0,"day 2. a lot harder than day 1. let's see how day 3 goes tomorrow. ",67,0,0
0,"my man crush jake peavy let me down  #gayforpeavy",49,0,0
0,"@trishzw megafast trip you have time during day tom/weds? or you going out tonight? want to see you bad. tried to warn you tech fail ",136,1,0
0,"michigan state you make me sad ",31,0,0
0,"omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.",91,0,0
0,"getting annoyed easily today  &gt;&gt;&gt; biofuel proposal: getting annoyed easily today  &gt;&gt;&gt; biof.. http://tinyurl.com/ceprvs",136,0,0
0,"@mizzchievouz hey girl. the site is back.  girlyvue is back and they have even more videos. ",92,1,0
0,"@a5hleyf i'm spending time with my grandma early tomorrow and i can't leave skittles by herself. ",97,1,0
0,"just got home from watching michigan state get tromped!   ",58,0,0
0,"oh jew-bus! two years worth of classes' work is alot to organize &gt;_&lt; i'm not finishing tonight it's not possible...my bones ache ",136,0,0
0,"@griffmiester no exchanging for me my laptop hasn't arrived ",61,1,0
0,"@hyperbets i hope this doesn't last too long.  i feel miserable!",64,1,0
0,"@rcompo rachel! hang outage is neccessary - i was gonna be home this wekend but dumb folk make me work   so im free f and sat until 4...",136,1,0
0,"@theleaguesf not fun &amp; furious? the new mantra for the bay 2 breakers? it was getting 2 rambunctious;the city overreacted &amp; clamped down ",145,1,0
0,"@amber_benson  my hubby (for some reason) thinks it's more important he has a good spot for red carpet for the trek movie premiere. sod!",136,1,0
0,"i swear no matter how long i've been getting up at 5am it never gets any easier. man my eyes hurts wah ",104,0,0
0,"@jeffree_star jeffree! how do you keep your hair one color? my permanent dye fades within the week ",99,1,0
0,"@otakusecret my reaction too  whoa didn't see that coming",58,1,0
0,"still sick. feeling a bit better got some new medicine.... hope i feel good after a night of sleep. ohh and it's suppose to snow! wtf! ",137,0,0
0,"@dangerm0use i think maybe you should get a couple more hours of sleep hon. how productive can you be right now if ur dog tired? i worry ",138,1,0
0,"@maddyva thanks a lot. learned a lot of new words but didn't find what i was looking for. ",90,1,0
0,"wish i had all the xblm downloads all on the gamertag 'hitokyri'. this 5 gamertag thing is nonsense... and i'm tired of it ",123,0,0
0,"new testament test at 9:30 am   ",32,0,0
0,"@scoutbuck tons no hay troll? ahhhh ",36,1,0
0,"stupid movies we watched... mirrors ugggggh... stooopeeed!!! rip off! ",70,0,0
0,"http://twitpic.com/2y2yi - i love you buck. ",45,0,0
0,"last one!!! but still not done!!! ",34,0,0
0,"homework.... ",13,0,0
0,"i don't understand why things get taken away. i didn't have enough time with him its unfair. i want him back!! he was like my baby ",131,0,0
0,"scratch that: du in heif (two in a half) cookies. my tum just can't take anymore shoog. poots ",94,0,0
0,"@cococourtney i was just listening to the sweets for the first time in forever! i miss them so much  can we go to chi town for visits plz?",138,1,0
